ngb-pt-0002-text.xml, 271.2
ngb-pt-0004-text.xml, 321.3
ngb-pt-0005-text.xml, 327.5
ngb-pt-0013-text.xml, 364.3
ngb-pt-0014-text.xml, 404.6
ngb-pt-0015-text.xml, 439.5
ngb-pt-0017-text.xml, 529.3
ngb-pt-0019-text.xml, 668.6
ngb-pt-0021-text.xml, 100.2
ngb-pt-0022-text.xml, 195.3
ngb-pt-0023-text.xml, 315.2
ngb-pt-0025-text.xml, 701.6
ngb-pt-0032-text.xml, 123.4
ngb-pt-0036-text.xml, 342.4
ngb-pt-0038-text.xml, 376.4
ngb-pt-0042-text.xml, 497.3
ngb-pt-0043-text.xml, 511.3
ngb-pt-0044-text.xml, 547.3
ngb-pt-0046-text.xml, 591.4
ngb-pt-0047-text.xml, 621.4
ngb-pt-0052-text.xml, 290.2
ngb-pt-0053-text.xml, 660.3
ngb-pt-0054-text.xml, 716.3
ngb-pt-0056-text.xml, 30.4
ngb-pt-0059-text.xml, 265.2
ngb-pt-0061-text.xml, 326.2
ngb-pt-0063-text.xml, 499.3
ngb-pt-0065-text.xml, 586.3
ngb-pt-0067-text.xml, 61.2
ngb-pt-0068-text.xml, 70.3
ngb-pt-0071-text.xml, 281.2
ngb-pt-0072-text.xml, 319.4
ngb-pt-0074-text.xml, 416.3
ngb-pt-0075-text.xml, 432.2
ngb-pt-0076-text.xml, 441.2
ngb-pt-0080-text.xml, 540.2
ngb-pt-0090-text.xml, 71.2
ngb-pt-0092-text.xml, 106.3
ngb-pt-0094-text.xml, 291.2
ngb-pt-0097-text.xml, 358.3
ngb-pt-0100-text.xml, 522.2
ngb-pt-0102-text.xml, 597.3
ngb-pt-0105-text.xml, 235.2
ngb-pt-0119-text.xml, 400.2
ngb-pt-0120-text.xml, 413.3
ngb-pt-0121-text.xml, 420.3
ngb-pt-0136-text.xml, 564.3
ngb-pt-0137-text.xml, 627.3
ngb-pt-0143-text.xml, 71.4
ngb-pt-0145-text.xml, 135.3
ngb-pt-0146-text.xml, 143.3
ngb-pt-0148-text.xml, 208.2
ngb-pt-0150-text.xml, 267.5
ngb-pt-0154-text.xml, 385.2
ngb-pt-0157-text.xml, 425.6
ngb-pt-0164-text.xml, 101.2
ngb-pt-0171-text.xml, 447.2
ngb-pt-0174-text.xml, 533.2
ngb-pt-0177-text.xml, 68.3
ngb-pt-0180-text.xml, 181.3
ngb-pt-0184-text.xml, 356.3
ngb-pt-0187-text.xml, 678.2
ngb-pt-0189-text.xml, 95.2
ngb-pt-0195-text.xml, 130.4
ngb-pt-0196-text.xml, 136.3
ngb-pt-0204-text.xml, 73.3
ngb-pt-0205-text.xml, 359.3
ngb-pt-0218-text.xml, 253.3
ngb-pt-0230-text.xml, 220.5
ngb-pt-0235-text.xml, 447.2
ngb-pt-0240-text.xml, 672.3
ngb-pt-0242-text.xml, 205.2
ngb-pt-0243-text.xml, 404.2
ngb-pt-0244-text.xml, 691.3
ngb-pt-0249-text.xml, 414.2
ngb-pt-0251-text.xml, 631.2
ngb-pt-0261-text.xml, 326.2
ngb-pt-0265-text.xml, 506.3
ngb-pt-0266-text.xml, 539.2
ngb-pt-0268-text.xml, 588.2
ngb-pt-0270-text.xml, 628.3
ngb-pt-0273-text.xml, 658.2
ngb-pt-0278-text.xml, 546.3
ngb-pt-0279-text.xml, 579.4
ngb-pt-0280-text.xml, 613.4
ngb-pt-0284-text.xml, 191.4
ngb-pt-0288-text.xml, 431.4
ngb-pt-0295-text.xml, 644.6
ngb-pt-0297-text.xml, 90.5
ngb-pt-0298-text.xml, 156.5
ngb-pt-0299-text.xml, 215.2
ngb-pt-0300-text.xml, 220.3
ngb-pt-0301-text.xml, 277.6
ngb-pt-0302-text.xml, 321.3
ngb-pt-0304-text.xml, 417.2
ngb-pt-0309-text.xml, 708.6
ngb-pt-0311-text.xml, 43.2
ngb-pt-0312-text.xml, 132.4
ngb-pt-0314-text.xml, 496.3
ngb-pt-0315-text.xml, 534.3
ngb-pt-0322-text.xml, 52.2
ngb-pt-0325-text.xml, 66.6
ngb-pt-0326-text.xml, 73.6
ngb-pt-0327-text.xml, 78.3
ngb-pt-0330-text.xml, 100.5
ngb-pt-0331-text.xml, 107.4
ngb-pt-0332-text.xml, 175.5
ngb-pt-0333-text.xml, 215.5
ngb-pt-0334-text.xml, 243.5
ngb-pt-0335-text.xml, 450.5
ngb-pt-0336-text.xml, 459.5
ngb-pt-0337-text.xml, 471.6
ngb-pt-0338-text.xml, 493.6
ngb-pt-0339-text.xml, 497.4
ngb-pt-0340-text.xml, 500.4
ngb-pt-0341-text.xml, 536.2
ngb-pt-0344-text.xml, 233.3
ngb-pt-0346-text.xml, 464.3
ngb-pt-0347-text.xml, 496.4
ngb-pt-0348-text.xml, 514.2
ngb-pt-0352-text.xml, 211.6
ngb-pt-0353-text.xml, 260.4
ngb-pt-0354-text.xml, 466.2
ngb-pt-0356-text.xml, 507.3
ngb-pt-0357-text.xml, 552.3
ngb-pt-0358-text.xml, 634.4
ngb-pt-0359-text.xml, 654.2
ngb-pt-0362-text.xml, 89.6
ngb-pt-0364-text.xml, 206.6
ngb-pt-0367-text.xml, 465.2
ngb-pt-0370-text.xml, 536.3
ngb-pt-0372-text.xml, 569.3
ngb-pt-0373-text.xml, 601.5
ngb-pt-0374-text.xml, 618.6
ngb-pt-0375-text.xml, 633.4
ngb-pt-0377-text.xml, 668.5
ngb-pt-0380-text.xml, 59.2
ngb-pt-0381-text.xml, 101.2
ngb-pt-0382-text.xml, 117.3
ngb-pt-0383-text.xml, 197.4
ngb-pt-0384-text.xml, 217.2
ngb-pt-0385-text.xml, 235.6
ngb-pt-0386-text.xml, 267.5
ngb-pt-0387-text.xml, 352.5
ngb-pt-0388-text.xml, 418.2
ngb-pt-0390-text.xml, 461.2
ngb-pt-0391-text.xml, 698.3
ngb-pt-0393-text.xml, 86.5
ngb-pt-0394-text.xml, 183.6
ngb-pt-0397-text.xml, 200.4
ngb-pt-0398-text.xml, 206.6
ngb-pt-0400-text.xml, 253.4
ngb-pt-0406-text.xml, 343.2
ngb-pt-0407-text.xml, 354.4
ngb-pt-0408-text.xml, 359.2
ngb-pt-0409-text.xml, 412.4
ngb-pt-0410-text.xml, 665.2
ngb-pt-0415-text.xml, 105.2
ngb-pt-0417-text.xml, 131.2
ngb-pt-0418-text.xml, 201.3
ngb-pt-0423-text.xml, 355.5
ngb-pt-0424-text.xml, 408.5
ngb-pt-0429-text.xml, 62.5
ngb-pt-0434-text.xml, 77.5
ngb-pt-0441-text.xml, 285.2
ngb-pt-0442-text.xml, 326.5
ngb-pt-0443-text.xml, 349.2
ngb-pt-0444-text.xml, 497.2
ngb-pt-0445-text.xml, 501.2
ngb-pt-0446-text.xml, 504.5
ngb-pt-0447-text.xml, 506.6
ngb-pt-0449-text.xml, 550.3
ngb-pt-0450-text.xml, 570.6
ngb-pt-0451-text.xml, 601.3
ngb-pt-0452-text.xml, 650.4
ngb-pt-0460-text.xml, 76.6
ngb-pt-0462-text.xml, 118.2
ngb-pt-0468-text.xml, 491.5
ngb-pt-0469-text.xml, 494.2
ngb-pt-0473-text.xml, 617.4
ngb-pt-0474-text.xml, 643.3
ngb-pt-0490-text.xml, 485.2
ngb-pt-0491-text.xml, 486.4
ngb-pt-0493-text.xml, 491.2
ngb-pt-0494-text.xml, 507.3
ngb-pt-0499-text.xml, 522.2
ngb-pt-0500-text.xml, 543.2
ngb-pt-0502-text.xml, 30.4
ngb-pt-0504-text.xml, 53.5
ngb-pt-0505-text.xml, 76.2
ngb-pt-0507-text.xml, 93.4
ngb-pt-0508-text.xml, 99.5
ngb-pt-0509-text.xml, 110.4
ngb-pt-0510-text.xml, 123.2
ngb-pt-0512-text.xml, 132.4
ngb-pt-0513-text.xml, 212.3
ngb-pt-0514-text.xml, 257.3
ngb-pt-0515-text.xml, 291.5
ngb-pt-0516-text.xml, 317.4
ngb-pt-0519-text.xml, 366.2
ngb-pt-0522-text.xml, 389.2
ngb-pt-0524-text.xml, 405.4
ngb-pt-0525-text.xml, 423.4
ngb-pt-0530-text.xml, 496.4
ngb-pt-0533-text.xml, 519.3
ngb-pt-0534-text.xml, No milestone found
ngb-pt-0535-text.xml, No milestone found
ngb-pt-0536-text.xml, No milestone found
ngb-pt-0537-text.xml, No milestone found
ngb-pt-0538-text.xml, No milestone found
ngb-pt-0539-text.xml, No milestone found
ngb-pt-0540-text.xml, No milestone found
ngb-pt-0541-text.xml, No milestone found
ngb-pt-0542-text.xml, No milestone found
ngb-pt-0543-text.xml, No milestone found
ngb-pt-0544-text.xml, No milestone found
ngb-pt-0545-text.xml, No milestone found
ngb-pt-0546-text.xml, 612.2
ngb-pt-0549-text.xml, 688.4
ngb-pt-0550-text.xml, 699.4
ngb-pt-0554-text.xml, 63.4
ngb-pt-0555-text.xml, 83.4
ngb-pt-0560-text.xml, 135.4
ngb-pt-0561-text.xml, 161.4
ngb-pt-0562-text.xml, 170.3
ngb-pt-0563-text.xml, 173.4
ngb-pt-0567-text.xml, 216.2
ngb-pt-0570-text.xml, 354.3
ngb-pt-0571-text.xml, 481.4
ngb-pt-0572-text.xml, 611.4
ngb-pt-0575-text.xml, 706.2
ngb-pt-0576-text.xml, 707.2
ngb-pt-0577-text.xml, 708.3
ngb-pt-0578-text.xml, 710.2
ngb-pt-0585-text.xml, 12.2
ngb-pt-0588-text.xml, 17.4
ngb-pt-0603-text.xml, 289.3
ngb-pt-0610-text.xml, 421.6
ngb-pt-0611-text.xml, 498.3
ngb-pt-0614-text.xml, 590.2
ngb-pt-0615-text.xml, 620.4
ngb-pt-0619-text.xml, 155.3
ngb-pt-0624-text.xml, 623.2
ngb-pt-0627-text.xml, 688.4
ngb-pt-0628-text.xml, 736.2
ngb-pt-0636-text.xml, 205.3
ngb-pt-0637-text.xml, 230.2
ngb-pt-0638-text.xml, 243.4
ngb-pt-0639-text.xml, 258.2
ngb-pt-0640-text.xml, 286.3
ngb-pt-0641-text.xml, 300.4
ngb-pt-0642-text.xml, 311.2
ngb-pt-0644-text.xml, 509.3
ngb-pt-0645-text.xml, 552.4
ngb-pt-0647-text.xml, 588.3
ngb-pt-0649-text.xml, 608.4
ngb-pt-0650-text.xml, 676.3
ngb-pt-0651-text.xml, 704.3
ngb-pt-0652-text.xml, 725.4
ngb-pt-0656-text.xml, 68.3
ngb-pt-0659-text.xml, 117.2
ngb-pt-0662-text.xml, 174.3
ngb-pt-0666-text.xml, 394.3
ngb-pt-0667-text.xml, 400.3
ngb-pt-0669-text.xml, 438.3
ngb-pt-0672-text.xml, 476.3
ngb-pt-0673-text.xml, 485.4
ngb-pt-0679-text.xml, 684.2
ngb-pt-0683-text.xml, 29.3
ngb-pt-0684-text.xml, 49.2
ngb-pt-0685-text.xml, 55.3
ngb-pt-0686-text.xml, 64.3
ngb-pt-0691-text.xml, 172.4
ngb-pt-0692-text.xml, 229.2
ngb-pt-0693-text.xml, 254.2
ngb-pt-0695-text.xml, 299.4
ngb-pt-0697-text.xml, 429.5
ngb-pt-0708-text.xml, 56.2
ngb-pt-0711-text.xml, 128.3
ngb-pt-0712-text.xml, 147.3
ngb-pt-0722-text.xml, 652.2
ngb-pt-0723-text.xml, 685.4
ngb-pt-0724-text.xml, 691.3
ngb-pt-0725-text.xml, 697.2
ngb-pt-0726-text.xml, 726.4
ngb-pt-0728-text.xml, 11.3
ngb-pt-0738-text.xml, 245.4
ngb-pt-0742-text.xml, 83.2
ngb-pt-0743-text.xml, 109.2
ngb-pt-0745-text.xml, 173.4
ngb-pt-0746-text.xml, 224.4
ngb-pt-0747-text.xml, 274.3
ngb-pt-0749-text.xml, 316.4
ngb-pt-0755-text.xml, 42.4
ngb-pt-0758-text.xml, 133.2
ngb-pt-0759-text.xml, 162.4
ngb-pt-0760-text.xml, 172.4
ngb-pt-0762-text.xml, 265.4
ngb-pt-0763-text.xml, 288.2
ngb-pt-0764-text.xml, 304.2
ngb-pt-0765-text.xml, 309.2
ngb-pt-0766-text.xml, 318.3
ngb-pt-0771-text.xml, 351.5
ngb-pt-0774-text.xml, 441.2
ngb-pt-0781-text.xml, 693.2
ngb-pt-0784-text.xml, No milestone found
ngb-pt-0787-text.xml, 24.2
ngb-pt-0788-text.xml, 52.5
ngb-pt-0789-text.xml, 82.3
ngb-pt-0790-text.xml, 95.3
ngb-pt-0791-text.xml, 137.4
ngb-pt-0792-text.xml, 142.4
ngb-pt-0795-text.xml, 178.4
ngb-pt-0798-text.xml, 419.4
ngb-pt-0801-text.xml, 474.2
ngb-pt-0802-text.xml, 489.3
ngb-pt-0804-text.xml, 508.3
ngb-pt-0805-text.xml, 529.2
ngb-pt-0807-text.xml, 659.4
ngb-pt-0811-text.xml, 704.4
ngb-pt-0813-text.xml, 715.4
ngb-pt-0820-text.xml, 51.2
ngb-pt-0823-text.xml, 64.2
ngb-pt-0825-text.xml, 85.2
ngb-pt-0826-text.xml, 111.2
ngb-pt-0829-text.xml, 134.3
ngb-pt-0830-text.xml, 148.3
ngb-pt-0831-text.xml, 157.3
ngb-pt-0835-text.xml, 221.3
ngb-pt-0840-text.xml, 327.4
ngb-pt-0842-text.xml, 341.2
ngb-pt-0848-text.xml, 391.3
ngb-pt-0852-text.xml, 485.2
ngb-pt-0854-text.xml, 589.3
ngb-pt-0856-text.xml, 598.2
ngb-pt-0858-text.xml, 619.3
ngb-pt-0860-text.xml, 659.2
ngb-pt-0863-text.xml, 19.3
ngb-pt-0865-text.xml, 93.2
ngb-pt-0866-text.xml, 97.2
ngb-pt-0868-text.xml, 111.4
ngb-pt-0870-text.xml, 120.3
ngb-pt-0872-text.xml, 141.2
ngb-pt-0873-text.xml, 146.3
ngb-pt-0874-text.xml, 151.2
ngb-pt-0875-text.xml, 155.4
ngb-pt-0876-text.xml, 160.4
ngb-pt-0879-text.xml, 183.3
ngb-pt-0882-text.xml, 353.2
ngb-pt-0884-text.xml, 447.4
ngb-pt-0886-text.xml, 473.4
ngb-pt-0888-text.xml, 570.4
ngb-pt-0890-text.xml, 601.3
ngb-pt-0891-text.xml, 624.4
ngb-pt-0894-text.xml, 655.3
ngb-pt-0895-text.xml, 665.2
ngb-pt-0897-text.xml, 687.2
ngb-pt-0901-text.xml, 34.4
ngb-pt-0903-text.xml, 56.2
ngb-pt-0909-text.xml, 161.3
ngb-pt-0910-text.xml, 176.2
ngb-pt-0911-text.xml, 246.4
ngb-pt-0928-text.xml, 228.3
ngb-pt-0932-text.xml, 469.2
ngb-pt-0938-text.xml, 48.2
ngb-pt-0942-text.xml, 106.5
ngb-pt-0945-text.xml, 172.5
ngb-pt-0947-text.xml, 190.2
ngb-pt-0948-text.xml, 195.4
ngb-pt-0949-text.xml, 240.3
ngb-pt-0951-text.xml, 268.2
ngb-pt-0953-text.xml, 300.3
